source_file,source_row,comment_id,post_id,comment_text,title_youtube,source_query,labeled_at,temperature_group
batch_222_1777698732.csv,125,UgzIELGrD81j7_t0VI14AaABAg,fsYw9d6us30,🔥Great🔥🎶Song🎶😎🎧😭,Problematic - I'm Fine (Official Music Video),problematic song,,0.0
batch_150_1777698236.csv,412,Ugz39LQznhulFTlxgah4AaABAg,refL0XlBJm8,Disney is like that idiot friend that you stopped talking to somehow reaches new levels to remind you of how stupid he is.,Lucasfilm Gets SUED Over Indiana Jones | Huge Box Office FLOP Gets Even WORSE For Disney,box office flop movie,,0.0
batch_272_1777699129.csv,706,Ugyarb_CTS4LpGg5umB4AaABAg,XKPAzTPsWrw,Arianators yll ain&#39;t doing this right 1M views is fucking crazy tanked,Ariana Grande - twilight zone,Ariana Grande official music video,,0.0
batch_33_1777697390.csv,1008,Ugy21KWH_FTRG965Qpx4AaABAg,_SdshlZk-po,Such a STAR,Freya Skye - golden boy (Stars Align Tour: Live from London),tour live performance,,0.0
batch_322_1777699519.csv,352,UgwgEC99qlmVNRFHslN4AaABAg,O57HJV3duX4,🔥🔥🔥🔥🔥❤️,Beyoncé - NFL Halftime Show 2024,Beyonce live performance,,0.0
batch_29_1777697359.csv,1016,UgyDw0TjYC94idWF8ud4AaABAg,P5JLMp08GC0,"This is the best concert I have ever seen, it&#39;s like a movie with great production quality",[FULL • 4K] Taylor Swift • The 1989 World Tour Live (Remastered) • EAS Channel,tour live performance,,0.0
batch_343_1777699691.csv,965,Ugxqa3HaLCkXUJDIRKh4AaABAg,cnGW8NR-toE,I&#39;m in love and it&#39;s painful,Billie Eilish - Bored (Official Music Video),Billie Eilish official music video,,0.0
batch_159_1777698310.csv,1018,UgydRxeM72Z_UlrxyGp4AaABAg,3syUejwzd3Q,"“Sure man, as if there’s a movie worse than Leo the Lion”<br><br>Oh poor poor naive Saber <br>he had no idea what he was getting himself into",What the HELL is Joshua and the Promised Land? (The WORST Animated Movie Ever),worst movie ever,,0.0
batch_333_1777699623.csv,125,UgxAgHhMMyJkAw16lLt4AaABAg,1w5Yo7O9CJg,I ENJOY THESE SOOOOOOO MUCH,everyday should be B'DAY | Beyonce Reaction,Beyonce reaction,,0.0
batch_350_1777699739.csv,620,Ugw4dOEeVypEQOvG0cZ4AaABAg,_IjWFq1c5M4,imagine hating on me while me in my room,Billie Eilish - BLUE (Official Lyric Video),Billie Eilish official music video,,0.0
batch_52_1777697527.csv,883,UgzKpgQ96zPQ_DuACT54AaABAg,xAWDqdpOlu8,حط لآيات كتيير هنا عشان الأجانب يفتكرو ان الكومنت في حاجه مهمه <br>وينكم اخوااااتي المصريين <br><br>في حب بيلي ايليش اعشقهاااااا,Billie Eilish – WILDFLOWER (Live Performance from Amazon Music’s Songline),live session performance,,0.0
batch_343_1777699691.csv,153,Ugz5DT5NIl-q_oBaSIl4AaABAg,Ah0Ys50CqO8,Now just wonder if she actually was afraid of spiders 🤣🤦🏽‍♀️,Billie Eilish - you should see me in a crown (Vertical Video),Billie Eilish official music video,,0.0
batch_43_1777697468.csv,913,UgwQKiHlHRk_kjB34HJ4AaABAg,3iAiWIytqdw,OMG! so soothing to my ears...Proud of my Kababayan Bugoy Drillon and kudos to Moffats way back then,Forever Young - Music Travel Love ft. Bugoy Drilon,cover version song,,0.0
batch_168_1777698374.csv,300,UgwmCk1ZzhV9D7I88TN4AaABAg,H2hel1d7l6w,They could have made Street Sharks movie and we got this.,Genuinely The Worst Movie I've Ever Seen,bad movie review,,0.0
batch_207_1777698636.csv,272,UgybPI3cVz_-9y3j5tB4AaABAg,YzIl50S920A,1 800 saved my life,WORST song every year #worst #song #rap #review #hiphop,worst song ever,,0.0
batch_293_1777699272.csv,1009,Ugw8CIHh7wU77RZxmYN4AaABAg,-ZA9EqbHzbE,FINALLY A LIVE VERSION!!!!!!,"Ariana Grande - yes, and? (live version)",Ariana Grande live performance,,0.0
batch_93_1777697812.csv,399,Ugx8_OWn1Qhk1CsX6IZ4AaABAg,al8eztwE_pQ,"<a href=""https://www.youtube.com/watch?v=al8eztwE_pQ&amp;t=122"">2:02</a>, &quot;Every Line Will Be Crossed&quot;",Scary Movie | Official Trailer (2026),official movie trailer,,0.0
batch_151_1777698249.csv,998,Ugz5_vaiLj2X8xFGyAN4AaABAg,mi4QfOFV3ys,Baghi 4 bb🕺🏿🕺🏿,Bagghi 4 🥵 Again FLOP 🧐 #baaghi4 #baaghi #baaghi2 #baaghi3 #tigershroff #youtubeshorts #shorts,box office flop movie,,0.0
batch_336_1777699646.csv,684,UgzDtVhl9l52M6E1EXx4AaABAg,wKBYEhTgoHU,One of my favorite songs 💚,Billie Eilish - WILDFLOWER (Music Video),Billie Eilish official music video,,0.0
batch_157_1777698295.csv,31,UgxqxuJDethJQtjwb1B4AaABAg,T8fAquggNl8,"The “I eat MICE, I eat MICE for DINNER!!!” At eggnogs first appearance was so much more guttural and convincing than most of his other skits lmao",The Worst Christmas Movie I've Ever Seen,worst movie ever,,0.0
batch_363_1777699828.csv,813,Ugx3z1_t5gvv4ZQhIeh4AaABAg,b_rn7bwD8qQ,"Her voice control has progressed massively throughout her career, we are so proud 🤍",Billie Eilish - Happier Than Ever (From Disney’s Happier Than Ever: A Love Letter To LA),Billie Eilish live performance,,0.0
batch_59_1777697578.csv,294,UgxLyQrtYuaScP0k7O94AaABAg,VronettmNRI,"I keep coming back to this so much when I want a good listen, it&#39;s just pure art, the visuals so calm and dreamy my eyes are glued to the screen the entire time, the musicians seem to be having such a great time and Ariana just pure perfection, her voice is just so sweet yet powerful and so healthy, this style really suits her, one of my favourite albums so far, half of my playlist is just Ariana",Ariana Grande - Positions Album (Official Live Performances) | Vevo,live session performance,,0.0
batch_364_1777699835.csv,554,UgzLX1gDwYGDFPLyG6F4AaABAg,eMD_XbJ1g1k,Your voice is everything,Billie Eilish - everything i wanted (Live from Global Citizen Power Our Planet in Paris),Billie Eilish live performance,,0.0
